# wheel sector station super_layer layer wire local_x local_y local_z global_x global_y global_z phi eta length
-1 6 1 2 3 20 -37.8000 0.5000 -7.0500 -399.3240 184.8010 -305.5500 2.7082 -0.6481 200.7000
-1 6 1 2 3 21 -33.6000 0.5000 -7.0500 -399.3240 184.8010 -301.3500 2.7082 -0.6402 200.7000
-1 6 1 2 3 22 -29.4000 0.5000 -7.0500 -399.3240 184.8010 -297.1500 2.7082 -0.6323 200.7000
-1 6 1 2 3 23 -25.2000 0.5000 -7.0500 -399.3240 184.8010 -292.9500 2.7082 -0.6244 200.7000
-1 6 1 2 3 24 -21.0000 0.5000 -7.0500 -399.3240 184.8010 -288.7500 2.7082 -0.6164 200.7000
-1 6 1 2 3 25 -16.8000 0.5000 -7.0500 -399.3240 184.8010 -284.5500 2.7082 -0.6084 200.7000
-1 6 1 2 3 26 -12.6000 0.5000 -7.0500 -399.3240 184.8010 -280.3500 2.7082 -0.6004 200.7000
-1 6 1 2 3 27 -8.4000 0.5000 -7.0500 -399.3240 184.8010 -276.1500 2.7082 -0.5923 200.7000
-1 6 1 2 3 28 -4.2000 0.5000 -7.0500 -399.3240 184.8010 -271.9500 2.7082 -0.5842 200.7000
-1 6 1 2 3 29 0.0000 0.5000 -7.0500 -399.3240 184.8010 -267.7500 2.7082 -0.5761 200.7000
-1 6 1 2 3 30 4.2000 0.5000 -7.0500 -399.3240 184.8010 -263.5500 2.7082 -0.5679 200.7000
-1 6 1 2 3 31 8.4000 0.5000 -7.0500 -399.3240 184.8010 -259.3500 2.7082 -0.5597 200.7000
-1 6 1 2 3 32 12.6000 0.5000 -7.0500 -399.3240 184.8010 -255.1500 2.7082 -0.5515 200.7000
-1 6 1 2 3 33 16.8000 0.5000 -7.0500 -399.3240 184.8010 -250.9500 2.7082 -0.5432 200.7000
-1 6 1 2 3 34 21.0000 0.5000 -7.0500 -399.3240 184.8010 -246.7500 2.7082 -0.5349 200.7000
-1 6 1 2 3 35 25.2000 0.5000 -7.0500 -399.3240 184.8010 -242.5500 2.7082 -0.5266 200.7000
-1 6 1 2 3 36 29.4000 0.5000 -7.0500 -399.3240 184.8010 -238.3500 2.7082 -0.5182 200.7000
-1 6 1 2 3 37 33.6000 0.5000 -7.0500 -399.3240 184.8010 -234.1500 2.7082 -0.5098 200.7000
-1 6 1 2 3 38 37.8000 0.5000 -7.0500 -399.3240 184.8010 -229.9500 2.7082 -0.5013 200.7000
-1 6 1 2 3 39 42.0000 0.5000 -7.0500 -399.3240 184.8010 -225.7500 2.7082 -0.4929 200.7000
-1 6 1 2 3 40 46.2000 0.5000 -7.0500 -399.3240 184.8010 -221.5500 2.7082 -0.4843 200.7000
-1 6 1 2 3 41 50.4000 0.5000 -7.0500 -399.3240 184.8010 -217.3500 2.7082 -0.4758 200.7000
-1 6 1 2 3 42 54.6000 0.5000 -7.0500 -399.3240 184.8010 -213.1500 2.7082 -0.4672 200.7000
-1 6 1 2 3 43 58.8000 0.5000 -7.0500 -399.3240 184.8010 -208.9500 2.7082 -0.4586 200.7000
-1 6 1 2 3 44 63.0000 0.5000 -7.0500 -399.3240 184.8010 -204.7500 2.7082 -0.4500 200.7000
-1 6 1 2 3 45 67.2000 0.5000 -7.0500 -399.3240 184.8010 -200.5500 2.7082 -0.4413 200.7000
-1 6 1 2 3 46 71.4000 0.5000 -7.0500 -399.3240 184.8010 -196.3500 2.7082 -0.4326 200.7000
-1 6 1 2 3 47 75.6000 0.5000 -7.0500 -399.3240 184.8010 -192.1500 2.7082 -0.4239 200.7000
-1 6 1 2 3 48 79.8000 0.5000 -7.0500 -399.3240 184.8010 -187.9500 2.7082 -0.4151 200.7000
-1 6 1 2 3 49 84.0000 0.5000 -7.0500 -399.3240 184.8010 -183.7500 2.7082 -0.4063 200.7000
-1 6 1 2 3 50 88.2000 0.5000 -7.0500 -399.3240 184.8010 -179.5500 2.7082 -0.3975 200.7000
-1 6 1 2 3 51 92.4000 0.5000 -7.0500 -399.3240 184.8010 -175.3500 2.7082 -0.3887 200.7000
-1 6 1 2 3 52 96.6000 0.5000 -7.0500 -399.3240 184.8010 -171.1500 2.7082 -0.3798 200.7000
-1 6 1 2 3 53 100.8000 0.5000 -7.0500 -399.3240 184.8010 -166.9500 2.7082 -0.3709 200.7000
-1 6 1 2 3 54 105.0000 0.5000 -7.0500 -399.3240 184.8010 -162.7500 2.7082 -0.3619 200.7000
-1 6 1 2 3 55 109.2000 0.5000 -7.0500 -399.3240 184.8010 -158.5500 2.7082 -0.3530 200.7000
-1 6 1 2 3 56 113.4000 0.5000 -7.0500 -399.3240 184.8010 -154.3500 2.7082 -0.3440 200.7000
-1 6 1 2 3 57 117.6000 0.5000 -7.0500 -399.3240 184.8010 -150.1500 2.7082 -0.3349 200.7000
-1 6 1 2 4 2 -115.5000 0.5000 -8.3500 -400.4500 185.4510 -383.2500 2.7079 -0.7852 200.7000
-1 6 1 2 4 3 -111.3000 0.5000 -8.3500 -400.4500 185.4510 -379.0500 2.7079 -0.7780 200.7000
-1 6 1 2 4 4 -107.1000 0.5000 -8.3500 -400.4500 185.4510 -374.8500 2.7079 -0.7708 200.7000
-1 6 1 2 4 5 -102.9000 0.5000 -8.3500 -400.4500 185.4510 -370.6500 2.7079 -0.7635 200.7000
-1 6 1 2 4 6 -98.7000 0.5000 -8.3500 -400.4500 185.4510 -366.4500 2.7079 -0.7562 200.7000
-1 6 1 2 4 7 -94.5000 0.5000 -8.3500 -400.4500 185.4510 -362.2500 2.7079 -0.7489 200.7000
-1 6 1 2 4 8 -90.3000 0.5000 -8.3500 -400.4500 185.4510 -358.0500 2.7079 -0.7415 200.7000
-1 6 1 2 4 9 -86.1000 0.5000 -8.3500 -400.4500 185.4510 -353.8500 2.7079 -0.7341 200.7000
-1 6 1 2 4 10 -81.9000 0.5000 -8.3500 -400.4500 185.4510 -349.6500 2.7079 -0.7266 200.7000
-1 6 1 2 4 11 -77.7000 0.5000 -8.3500 -400.4500 185.4510 -345.4500 2.7079 -0.7192 200.7000
-1 6 1 2 4 12 -73.5000 0.5000 -8.3500 -400.4500 185.4510 -341.2500 2.7079 -0.7117 200.7000
-1 6 1 2 4 13 -69.3000 0.5000 -8.3500 -400.4500 185.4510 -337.0500 2.7079 -0.7041 200.7000
-1 6 1 2 4 14 -65.1000 0.5000 -8.3500 -400.4500 185.4510 -332.8500 2.7079 -0.6965 200.7000
-1 6 1 2 4 15 -60.9000 0.5000 -8.3500 -400.4500 185.4510 -328.6500 2.7079 -0.6889 200.7000
-1 6 1 2 4 16 -56.7000 0.5000 -8.3500 -400.4500 185.4510 -324.4500 2.7079 -0.6813 200.7000
-1 6 1 2 4 17 -52.5000 0.5000 -8.3500 -400.4500 185.4510 -320.2500 2.7079 -0.6736 200.7000
-1 6 1 2 4 18 -48.3000 0.5000 -8.3500 -400.4500 185.4510 -316.0500 2.7079 -0.6659 200.7000
-1 6 1 2 4 19 -44.1000 0.5000 -8.3500 -400.4500 185.4510 -311.8500 2.7079 -0.6581 200.7000
-1 6 1 2 4 20 -39.9000 0.5000 -8.3500 -400.4500 185.4510 -307.6500 2.7079 -0.6503 200.7000
-1 6 1 2 4 21 -35.7000 0.5000 -8.3500 -400.4500 185.4510 -303.4500 2.7079 -0.6425 200.7000
-1 6 1 2 4 22 -31.5000 0.5000 -8.3500 -400.4500 185.4510 -299.2500 2.7079 -0.6346 200.7000
-1 6 1 2 4 23 -27.3000 0.5000 -8.3500 -400.4500 185.4510 -295.0500 2.7079 -0.6267 200.7000
-1 6 1 2 4 24 -23.1000 0.5000 -8.3500 -400.4500 185.4510 -290.8500 2.7079 -0.6188 200.7000
-1 6 1 2 4 25 -18.9000 0.5000 -8.3500 -400.4500 185.4510 -286.6500 2.7079 -0.6108 200.7000
-1 6 1 2 4 26 -14.7000 0.5000 -8.3500 -400.4500 185.4510 -282.4500 2.7079 -0.6028 200.7000
-1 6 1 2 4 27 -10.5000 0.5000 -8.3500 -400.4500 185.4510 -278.2500 2.7079 -0.5948 200.7000
-1 6 1 2 4 28 -6.3000 0.5000 -8.3500 -400.4500 185.4510 -274.0500 2.7079 -0.5867 200.7000
-1 6 1 2 4 29 -2.1000 0.5000 -8.3500 -400.4500 185.4510 -269.8500 2.7079 -0.5786 200.7000
-1 6 1 2 4 30 2.1000 0.5000 -8.3500 -400.4500 185.4510 -265.6500 2.7079 -0.5705 200.7000
-1 6 1 2 4 31 6.3000 0.5000 -8.3500 -400.4500 185.4510 -261.4500 2.7079 -0.5623 200.7000
-1 6 1 2 4 32 10.5000 0.5000 -8.3500 -400.4500 185.4510 -257.2500 2.7079 -0.5541 200.7000
-1 6 1 2 4 33 14.7000 0.5000 -8.3500 -400.4500 185.4510 -253.0500 2.7079 -0.5459 200.7000
-1 6 1 2 4 34 18.9000 0.5000 -8.3500 -400.4500 185.4510 -248.8500 2.7079 -0.5376 200.7000
-1 6 1 2 4 35 23.1000 0.5000 -8.3500 -400.4500 185.4510 -244.6500 2.7079 -0.5293 200.7000
-1 6 1 2 4 36 27.3000 0.5000 -8.3500 -400.4500 185.4510 -240.4500 2.7079 -0.5210 200.7000
-1 6 1 2 4 37 31.5000 0.5000 -8.3500 -400.4500 185.4510 -236.2500 2.7079 -0.5126 200.7000
-1 6 1 2 4 38 35.7000 0.5000 -8.3500 -400.4500 185.4510 -232.0500 2.7079 -0.5042 200.7000
-1 6 1 2 4 39 39.9000 0.5000 -8.3500 -400.4500 185.4510 -227.8500 2.7079 -0.4957 200.7000
-1 6 1 2 4 40 44.1000 0.5000 -8.3500 -400.4500 185.4510 -223.6500 2.7079 -0.4873 200.7000
-1 6 1 2 4 41 48.3000 0.5000 -8.3500 -400.4500 185.4510 -219.4500 2.7079 -0.4788 200.7000
-1 6 1 2 4 42 52.5000 0.5000 -8.3500 -400.4500 185.4510 -215.2500 2.7079 -0.4702 200.7000
-1 6 1 2 4 43 56.7000 0.5000 -8.3500 -400.4500 185.4510 -211.0500 2.7079 -0.4617 200.7000
-1 6 1 2 4 44 60.9000 0.5000 -8.3500 -400.4500 185.4510 -206.8500 2.7079 -0.4531 200.7000
-1 6 1 2 4 45 65.1000 0.5000 -8.3500 -400.4500 185.4510 -202.6500 2.7079 -0.4444 200.7000
-1 6 1 2 4 46 69.3000 0.5000 -8.3500 -400.4500 185.4510 -198.4500 2.7079 -0.4358 200.7000
-1 6 1 2 4 47 73.5000 0.5000 -8.3500 -400.4500 185.4510 -194.2500 2.7079 -0.4271 200.7000
-1 6 1 2 4 48 77.7000 0.5000 -8.3500 -400.4500 185.4510 -190.0500 2.7079 -0.4183 200.7000
-1 6 1 2 4 49 81.9000 0.5000 -8.3500 -400.4500 185.4510 -185.8500 2.7079 -0.4096 200.7000
-1 6 1 2 4 50 86.1000 0.5000 -8.3500 -400.4500 185.4510 -181.6500 2.7079 -0.4008 200.7000
-1 6 1 2 4 51 90.3000 0.5000 -8.3500 -400.4500 185.4510 -177.4500 2.7079 -0.3920 200.7000
-1 6 1 2 4 52 94.5000 0.5000 -8.3500 -400.4500 185.4510 -173.2500 2.7079 -0.3831 200.7000
-1 6 1 2 4 53 98.7000 0.5000 -8.3500 -400.4500 185.4510 -169.0500 2.7079 -0.3743 200.7000
-1 6 1 2 4 54 102.9000 0.5000 -8.3500 -400.4500 185.4510 -164.8500 2.7079 -0.3654 200.7000
-1 6 1 2 4 55 107.1000 0.5000 -8.3500 -400.4500 185.4510 -160.6500 2.7079 -0.3564 200.7000
-1 6 1 2 4 56 111.3000 0.5000 -8.3500 -400.4500 185.4510 -156.4500 2.7079 -0.3475 200.7000
-1 6 1 2 4 57 115.5000 0.5000 -8.3500 -400.4500 185.4510 -152.2500 2.7079 -0.3385 200.7000
-1 6 2 1 1 1 -119.4500 0.0000 13.7000 -361.5120 371.3930 -267.7500 2.3427 -0.4960 234.8000
-1 6 2 1 1 2 -115.2500 0.0000 13.7000 -363.6120 367.7560 -267.7500 2.3505 -0.4970 234.8000
-1 6 2 1 1 3 -111.0500 0.0000 13.7000 -365.7120 364.1190 -267.7500 2.3584 -0.4980 234.8000
-1 6 2 1 1 4 -106.8500 0.0000 13.7000 -367.8120 360.4810 -267.7500 2.3663 -0.4989 234.8000
-1 6 2 1 1 5 -102.6500 0.0000 13.7000 -369.9120 356.8440 -267.7500 2.3742 -0.4999 234.8000
-1 6 2 1 1 6 -98.4500 0.0000 13.7000 -372.0120 353.2070 -267.7500 2.3821 -0.5008 234.8000
-1 6 2 1 1 7 -94.2500 0.0000 13.7000 -374.1120 349.5690 -267.7500 2.3901 -0.5016 234.8000
-1 6 2 1 1 8 -90.0500 0.0000 13.7000 -376.2120 345.9320 -267.7500 2.3981 -0.5025 234.8000
-1 6 2 1 1 9 -85.8500 0.0000 13.7000 -378.3120 342.2950 -267.7500 2.4061 -0.5033 234.8000
-1 6 2 1 1 10 -81.6500 0.0000 13.7000 -380.4120 338.6570 -267.7500 2.4142 -0.5041 234.8000
-1 6 2 1 1 11 -77.4500 0.0000 13.7000 -382.5120 335.0200 -267.7500 2.4223 -0.5048 234.8000
-1 6 2 1 1 12 -73.2500 0.0000 13.7000 -384.6120 331.3830 -267.7500 2.4304 -0.5056 234.8000
-1 6 2 1 1 13 -69.0500 0.0000 13.7000 -386.7120 327.7450 -267.7500 2.4385 -0.5063 234.8000
-1 6 2 1 1 14 -64.8500 0.0000 13.7000 -388.8120 324.1080 -267.7500 2.4467 -0.5070 234.8000
-1 6 2 1 1 15 -60.6500 0.0000 13.7000 -390.9120 320.4710 -267.7500 2.4549 -0.5076 234.8000
-1 6 2 1 1 16 -56.4500 0.0000 13.7000 -393.0120 316.8340 -267.7500 2.4631 -0.5082 234.8000
-1 6 2 1 1 17 -52.2500 0.0000 13.7000 -395.1120 313.1960 -267.7500 2.4713 -0.5088 234.8000
-1 6 2 1 1 18 -48.0500 0.0000 13.7000 -397.2120 309.5590 -267.7500 2.4796 -0.5094 234.8000
-1 6 2 1 1 19 -43.8500 0.0000 13.7000 -399.3120 305.9220 -267.7500 2.4879 -0.5099 234.8000
-1 6 2 1 1 20 -39.6500 0.0000 13.7000 -401.4120 302.2840 -267.7500 2.4961 -0.5104 234.8000
-1 6 2 1 1 21 -35.4500 0.0000 13.7000 -403.5120 298.6470 -267.7500 2.5044 -0.5108 234.8000
-1 6 2 1 1 22 -31.2500 0.0000 13.7000 -405.6120 295.0100 -267.7500 2.5128 -0.5113 234.8000
-1 6 2 1 1 23 -27.0500 0.0000 13.7000 -407.7120 291.3720 -267.7500 2.5211 -0.5117 234.8000
-1 6 2 1 1 24 -22.8500 0.0000 13.7000 -409.8120 287.7350 -267.7500 2.5294 -0.5120 234.8000
-1 6 2 1 1 25 -18.6500 0.0000 13.7000 -411.9120 284.0980 -267.7500 2.5378 -0.5124 234.8000
-1 6 2 1 1 26 -14.4500 0.0000 13.7000 -414.0120 280.4600 -267.7500 2.5462 -0.5127 234.8000
-1 6 2 1 1 27 -10.2500 0.0000 13.7000 -416.1120 276.8230 -267.7500 2.5546 -0.5129 234.8000
-1 6 2 1 1 28 -6.0500 0.0000 13.7000 -418.2120 273.1860 -267.7500 2.5630 -0.5132 234.8000
-1 6 2 1 1 29 -1.8500 0.0000 13.7000 -420.3120 269.5490 -267.7500 2.5714 -0.5134 234.8000
-1 6 2 1 1 30 2.3500 0.0000 13.7000 -422.4120 265.9110 -267.7500 2.5798 -0.5135 234.8000
-1 6 2 1 1 31 6.5500 0.0000 13.7000 -424.5120 262.2740 -267.7500 2.5882 -0.5137 234.8000
-1 6 2 1 1 32 10.7500 0.0000 13.7000 -426.6120 258.6370 -267.7500 2.5966 -0.5138 234.8000
-1 6 2 1 1 33 14.9500 0.0000 13.7000 -428.7120 254.9990 -267.7500 2.6050 -0.5139 234.8000
-1 6 2 1 1 34 19.1500 0.0000 13.7000 -430.8120 251.3620 -267.7500 2.6134 -0.5139 234.8000
-1 6 2 1 1 35 23.3500 0.0000 13.7000 -432.9120 247.7250 -267.7500 2.6218 -0.5139 234.8000
-1 6 2 1 1 36 27.5500 0.0000 13.7000 -435.0120 244.0870 -267.7500 2.6303 -0.5139 234.8000
-1 6 2 1 1 37 31.7500 0.0000 13.7000 -437.1120 240.4500 -267.7500 2.6387 -0.5138 234.8000
-1 6 2 1 1 38 35.9500 0.0000 13.7000 -439.2120 236.8130 -267.7500 2.6471 -0.5137 234.8000
-1 6 2 1 1 39 40.1500 0.0000 13.7000 -441.3120 233.1750 -267.7500 2.6555 -0.5136 234.8000
-1 6 2 1 1 40 44.3500 0.0000 13.7000 -443.4120 229.5380 -267.7500 2.6639 -0.5134 234.8000
-1 6 2 1 1 41 48.5500 0.0000 13.7000 -445.5120 225.9010 -267.7500 2.6723 -0.5132 234.8000
-1 6 2 1 1 42 52.7500 0.0000 13.7000 -447.6120 222.2640 -267.7500 2.6807 -0.5130 234.8000
-1 6 2 1 1 43 56.9500 0.0000 13.7000 -449.7120 218.6260 -267.7500 2.6891 -0.5127 234.8000
-1 6 2 1 1 44 61.1500 0.0000 13.7000 -451.8120 214.9890 -267.7500 2.6975 -0.5124 234.8000
-1 6 2 1 1 45 65.3500 0.0000 13.7000 -453.9120 211.3520 -267.7500 2.7058 -0.5121 234.8000
-1 6 2 1 1 46 69.5500 0.0000 13.7000 -456.0120 207.7140 -267.7500 2.7142 -0.5117 234.8000
-1 6 2 1 1 47 73.7500 0.0000 13.7000 -458.1120 204.0770 -267.7500 2.7225 -0.5113 234.8000
-1 6 2 1 1 48 77.9500 0.0000 13.7000 -460.2120 200.4400 -267.7500 2.7308 -0.5109 234.8000
-1 6 2 1 1 49 82.1500 0.0000 13.7000 -462.3120 196.8020 -267.7500 2.7391 -0.5104 234.8000
-1 6 2 1 1 50 86.3500 0.0000 13.7000 -464.4120 193.1650 -267.7500 2.7474 -0.5099 234.8000
-1 6 2 1 1 51 90.5500 0.0000 13.7000 -466.5120 189.5280 -267.7500 2.7557 -0.5094 234.8000
-1 6 2 1 1 52 94.7500 0.0000 13.7000 -468.6120 185.8910 -267.7500 2.7639 -0.5089 234.8000
-1 6 2 1 1 53 98.9500 0.0000 13.7000 -470.7120 182.2530 -267.7500 2.7722 -0.5083 234.8000
-1 6 2 1 1 54 103.1500 0.0000 13.7000 -472.8120 178.6160 -267.7500 2.7804 -0.5077 234.8000
-1 6 2 1 1 55 107.3500 0.0000 13.7000 -474.9120 174.9790 -267.7500 2.7886 -0.5070 234.8000
-1 6 2 1 1 56 111.5500 0.0000 13.7000 -477.0120 171.3410 -267.7500 2.7967 -0.5063 234.8000
-1 6 2 1 1 57 115.7500 0.0000 13.7000 -479.1120 167.7040 -267.7500 2.8049 -0.5056 234.8000
-1 6 2 1 1 58 119.9500 0.0000 13.7000 -481.2120 164.0670 -267.7500 2.8130 -0.5049 234.8000
-1 6 2 1 1 59 124.1500 0.0000 13.7000 -483.3120 160.4290 -267.7500 2.8211 -0.5042 234.8000
-1 6 2 1 2 1 -121.5500 0.0000 12.4000 -361.5880 373.8620 -267.7500 2.3395 -0.4944 234.8000
-1 6 2 1 2 2 -117.3500 0.0000 12.4000 -363.6880 370.2250 -267.7500 2.3473 -0.4954 234.8000
-1 6 2 1 2 3 -113.1500 0.0000 12.4000 -365.7880 366.5870 -267.7500 2.3551 -0.4964 234.8000
-1 6 2 1 2 4 -108.9500 0.0000 12.4000 -367.8880 362.9500 -267.7500 2.3630 -0.4973 234.8000
-1 6 2 1 2 5 -104.7500 0.0000 12.4000 -369.9880 359.3130 -267.7500 2.3708 -0.4983 234.8000
-1 6 2 1 2 6 -100.5500 0.0000 12.4000 -372.0880 355.6750 -267.7500 2.3787 -0.4992 234.8000
-1 6 2 1 2 7 -96.3500 0.0000 12.4000 -374.1880 352.0380 -267.7500 2.3867 -0.5001 234.8000
-1 6 2 1 2 8 -92.1500 0.0000 12.4000 -376.2880 348.4010 -267.7500 2.3947 -0.5009 234.8000
-1 6 2 1 2 9 -87.9500 0.0000 12.4000 -378.3880 344.7630 -267.7500 2.4027 -0.5017 234.8000
-1 6 2 1 2 10 -83.7500 0.0000 12.4000 -380.4880 341.1260 -267.7500 2.4107 -0.5025 234.8000
-1 6 2 1 2 11 -79.5500 0.0000 12.4000 -382.5880 337.4890 -267.7500 2.4187 -0.5033 234.8000
-1 6 2 1 2 12 -75.3500 0.0000 12.4000 -384.6880 333.8510 -267.7500 2.4268 -0.5040 234.8000
-1 6 2 1 2 13 -71.1500 0.0000 12.4000 -386.7880 330.2140 -267.7500 2.4349 -0.5048 234.8000
-1 6 2 1 2 14 -66.9500 0.0000 12.4000 -388.8880 326.5770 -267.7500 2.4431 -0.5054 234.8000
-1 6 2 1 2 15 -62.7500 0.0000 12.4000 -390.9880 322.9400 -267.7500 2.4512 -0.5061 234.8000
-1 6 2 1 2 16 -58.5500 0.0000 12.4000 -393.0880 319.3020 -267.7500 2.4594 -0.5067 234.8000
-1 6 2 1 2 17 -54.3500 0.0000 12.4000 -395.1880 315.6650 -267.7500 2.4676 -0.5073 234.8000
-1 6 2 1 2 18 -50.1500 0.0000 12.4000 -397.2880 312.0280 -267.7500 2.4758 -0.5079 234.8000
-1 6 2 1 2 19 -45.9500 0.0000 12.4000 -399.3880 308.3900 -267.7500 2.4841 -0.5084 234.8000
-1 6 2 1 2 20 -41.7500 0.0000 12.4000 -401.4880 304.7530 -267.7500 2.4923 -0.5089 234.8000
-1 6 2 1 2 21 -37.5500 0.0000 12.4000 -403.5880 301.1160 -267.7500 2.5006 -0.5094 234.8000
-1 6 2 1 2 22 -33.3500 0.0000 12.4000 -405.6880 297.4780 -267.7500 2.5089 -0.5099 234.8000
-1 6 2 1 2 23 -29.1500 0.0000 12.4000 -407.7880 293.8410 -267.7500 2.5172 -0.5103 234.8000
-1 6 2 1 2 24 -24.9500 0.0000 12.4000 -409.8880 290.2040 -267.7500 2.5255 -0.5106 234.8000
-1 6 2 1 2 25 -20.7500 0.0000 12.4000 -411.9880 286.5660 -267.7500 2.5338 -0.5110 234.8000
-1 6 2 1 2 26 -16.5500 0.0000 12.4000 -414.0880 282.9290 -267.7500 2.5422 -0.5113 234.8000
-1 6 2 1 2 27 -12.3500 0.0000 12.4000 -416.1880 279.2920 -267.7500 2.5505 -0.5116 234.8000
-1 6 2 1 2 28 -8.1500 0.0000 12.4000 -418.2880 275.6550 -267.7500 2.5589 -0.5118 234.8000
-1 6 2 1 2 29 -3.9500 0.0000 12.4000 -420.3880 272.0170 -267.7500 2.5673 -0.5121 234.8000
-1 6 2 1 2 30 0.2500 0.0000 12.4000 -422.4880 268.3800 -267.7500 2.5757 -0.5122 234.8000
-1 6 2 1 2 31 4.4500 0.0000 12.4000 -424.5880 264.7430 -267.7500 2.5841 -0.5124 234.8000
-1 6 2 1 2 32 8.6500 0.0000 12.4000 -426.6880 261.1050 -267.7500 2.5924 -0.5125 234.8000
-1 6 2 1 2 33 12.8500 0.0000 12.4000 -428.7880 257.4680 -267.7500 2.6008 -0.5126 234.8000
-1 6 2 1 2 34 17.0500 0.0000 12.4000 -430.8880 253.8310 -267.7500 2.6092 -0.5126 234.8000
-1 6 2 1 2 35 21.2500 0.0000 12.4000 -432.9880 250.1930 -267.7500 2.6176 -0.5127 234.8000
-1 6 2 1 2 36 25.4500 0.0000 12.4000 -435.0880 246.5560 -267.7500 2.6260 -0.5127 234.8000
-1 6 2 1 2 37 29.6500 0.0000 12.4000 -437.1880 242.9190 -267.7500 2.6344 -0.5126 234.8000
-1 6 2 1 2 38 33.8500 0.0000 12.4000 -439.2880 239.2810 -267.7500 2.6428 -0.5125 234.8000
-1 6 2 1 2 39 38.0500 0.0000 12.4000 -441.3880 235.6440 -267.7500 2.6512 -0.5124 234.8000
-1 6 2 1 2 40 42.2500 0.0000 12.4000 -443.4880 232.0070 -267.7500 2.6596 -0.5123 234.8000
-1 6 2 1 2 41 46.4500 0.0000 12.4000 -445.5880 228.3700 -267.7500 2.6680 -0.5121 234.8000
-1 6 2 1 2 42 50.6500 0.0000 12.4000 -447.6880 224.7320 -267.7500 2.6764 -0.5119 234.8000
-1 6 2 1 2 43 54.8500 0.0000 12.4000 -449.7880 221.0950 -267.7500 2.6847 -0.5116 234.8000
-1 6 2 1 2 44 59.0500 0.0000 12.4000 -451.8880 217.4580 -267.7500 2.6931 -0.5113 234.8000
-1 6 2 1 2 45 63.2500 0.0000 12.4000 -453.9880 213.8200 -267.7500 2.7014 -0.5110 234.8000
-1 6 2 1 2 46 67.4500 0.0000 12.4000 -456.0880 210.1830 -267.7500 2.7098 -0.5107 234.8000
-1 6 2 1 2 47 71.6500 0.0000 12.4000 -458.1880 206.5460 -267.7500 2.7181 -0.5103 234.8000
-1 6 2 1 2 48 75.8500 0.0000 12.4000 -460.2880 202.9080 -267.7500 2.7264 -0.5099 234.8000
-1 6 2 1 2 49 80.0500 0.0000 12.4000 -462.3880 199.2710 -267.7500 2.7347 -0.5095 234.8000
-1 6 2 1 2 50 84.2500 0.0000 12.4000 -464.4880 195.6340 -267.7500 2.7430 -0.5090 234.8000
-1 6 2 1 2 51 88.4500 0.0000 12.4000 -466.5880 191.9960 -267.7500 2.7512 -0.5085 234.8000
-1 6 2 1 2 52 92.6500 0.0000 12.4000 -468.6880 188.3590 -267.7500 2.7595 -0.5079 234.8000
-1 6 2 1 2 53 96.8500 0.0000 12.4000 -470.7880 184.7220 -267.7500 2.7677 -0.5074 234.8000
-1 6 2 1 2 54 101.0500 0.0000 12.4000 -472.8880 181.0850 -267.7500 2.7759 -0.5068 234.8000
-1 6 2 1 2 55 105.2500 0.0000 12.4000 -474.9880 177.4470 -267.7500 2.7841 -0.5062 234.8000
-1 6 2 1 2 56 109.4500 0.0000 12.4000 -477.0880 173.8100 -267.7500 2.7922 -0.5055 234.8000
-1 6 2 1 2 57 113.6500 0.0000 12.4000 -479.1880 170.1730 -267.7500 2.8004 -0.5048 234.8000
-1 6 2 1 2 58 117.8500 0.0000 12.4000 -481.2880 166.5350 -267.7500 2.8085 -0.5041 234.8000
-1 6 2 1 2 59 122.0500 0.0000 12.4000 -483.3880 162.8980 -267.7500 2.8166 -0.5034 234.8000
-1 6 2 1 2 60 126.2500 0.0000 12.4000 -485.4880 159.2610 -267.7500 2.8246 -0.5026 234.8000
-1 6 2 1 3 1 -119.4500 0.0000 11.1000 -363.7630 372.6930 -267.7500 2.3441 -0.4938 234.8000
-1 6 2 1 3 2 -115.2500 0.0000 11.1000 -365.8630 369.0560 -267.7500 2.3518 -0.4948 234.8000
-1 6 2 1 3 3 -111.0500 0.0000 11.1000 -367.9640 365.4190 -267.7500 2.3597 -0.4958 234.8000
-1 6 2 1 3 4 -106.8500 0.0000 11.1000 -370.0640 361.7810 -267.7500 2.3675 -0.4967 234.8000
-1 6 2 1 3 5 -102.6500 0.0000 11.1000 -372.1640 358.1440 -267.7500 2.3754 -0.4976 234.8000
-1 6 2 1 3 6 -98.4500 0.0000 11.1000 -374.2630 354.5070 -267.7500 2.3833 -0.4985 234.8000
-1 6 2 1 3 7 -94.2500 0.0000 11.1000 -376.3630 350.8690 -267.7500 2.3912 -0.4993 234.8000
-1 6 2 1 3 8 -90.0500 0.0000 11.1000 -378.4640 347.2320 -267.7500 2.3992 -0.5002 234.8000
-1 6 2 1 3 9 -85.8500 0.0000 11.1000 -380.5640 343.5950 -267.7500 2.4072 -0.5010 234.8000
-1 6 2 1 3 10 -81.6500 0.0000 11.1000 -382.6640 339.9570 -267.7500 2.4152 -0.5018 234.8000
-1 6 2 1 3 11 -77.4500 0.0000 11.1000 -384.7630 336.3200 -267.7500 2.4233 -0.5025 234.8000
-1 6 2 1 3 12 -73.2500 0.0000 11.1000 -386.8630 332.6830 -267.7500 2.4314 -0.5032 234.8000
